gamesPlayed,averageTDError,weightDelta,weightMean,weightStdDev,weightMaxAbs,weightNearZero,weightLarge
795000, 0.037688762, 0.02234466, 0.0013749321, 0.1199211, 2.755426, 618, 0
796000, 0.037414964, 0.025566658, 0.0013868179, 0.119934954, 2.7555585, 618, 0
797000, 0.03818428, 0.024699377, 0.0013969324, 0.11993912, 2.7558274, 618, 0
798000, 0.03734355, 0.03611865, 0.001379366, 0.119991295, 2.7559898, 618, 0
799000, 0.037778594, 0.03132636, 0.0013953664, 0.11999398, 2.755968, 618, 0
800000, 0.03690972, 0.036536362, 0.0014134339, 0.119997345, 2.7561677, 618, 0
801000, 0.03660668, 0.039286617, 0.0013934101, 0.12006089, 2.7565355, 618, 0
802000, 0.03792456, 0.018779054, 0.0013994069, 0.12008617, 2.7570488, 618, 0
803000, 0.037070032, 0.013958867, 0.0013996998, 0.120112434, 2.7572799, 618, 0
804000, 0.038007546, 0.04234693, 0.0013795582, 0.120188184, 2.7572021, 618, 0
805000, 0.037735544, 0.016703736, 0.0013778365, 0.12022184, 2.7576716, 618, 0
806000, 0.0375059, 0.031577777, 0.0013941313, 0.120226994, 2.757748, 618, 0
807000, 0.037826218, 0.029992651, 0.0014088043, 0.1202314, 2.75802, 618, 0
808000, 0.036930505, 0.02548715, 0.0013980488, 0.1202832, 2.7585866, 618, 0
809000, 0.03609812, 0.026035557, 0.0013883815, 0.12032913, 2.7585258, 618, 0
810000, 0.037832327, 0.019851122, 0.0013867513, 0.120367624, 2.7591457, 618, 0
811000, 0.03719848, 0.020151455, 0.0013811216, 0.12042959, 2.7595463, 618, 0
812000, 0.03784228, 0.019648852, 0.0013836357, 0.120456554, 2.759679, 618, 0
813000, 0.03778492, 0.018483436, 0.0013813513, 0.12049287, 2.7600505, 618, 0
814000, 0.037671793, 0.03458641, 0.0013642792, 0.1205427, 2.7602425, 618, 0
815000, 0.037890483, 0.016884824, 0.0013685877, 0.120546445, 2.7603846, 618, 0
816000, 0.03807981, 0.031393666, 0.0013520862, 0.12058219, 2.76052, 618, 0
817000, 0.037885413, 0.047653228, 0.0013779745, 0.12057502, 2.7610483, 618, 0
818000, 0.03769408, 0.020128831, 0.0013711083, 0.12059898, 2.7610483, 618, 0
819000, 0.037511542, 0.017423619, 0.0013666588, 0.120624125, 2.7615001, 618, 0
820000, 0.036867693, 0.05679071, 0.0013984009, 0.12060316, 2.761585, 618, 0
821000, 0.03746843, 0.023760641, 0.0013952019, 0.12064054, 2.7618318, 618, 0
822000, 0.03772189, 0.022698397, 0.0013955511, 0.12068014, 2.7620418, 618, 0
823000, 0.037423667, 0.035313725, 0.0013798258, 0.120734856, 2.762022, 618, 0
824000, 0.036305565, 0.024420608, 0.0013884858, 0.12075655, 2.7624109, 618, 0
825000, 0.03714867, 0.04393153, 0.001365083, 0.12082368, 2.7624967, 619, 0
826000, 0.036234654, 0.04363421, 0.0013876581, 0.120831594, 2.7632375, 618, 0
827000, 0.03715809, 0.022629071, 0.0013777963, 0.12085497, 2.7637465, 619, 0
828000, 0.037614834, 0.0197734, 0.0013864139, 0.12088186, 2.7641, 619, 0
829000, 0.03641486, 0.022693802, 0.0013797426, 0.12092511, 2.76467, 619, 0
830000, 0.036938187, 0.020096548, 0.0013755395, 0.12095181, 2.765, 618, 0
831000, 0.037253343, 0.014195137, 0.0013720788, 0.1209772, 2.7651784, 618, 0
832000, 0.03705725, 0.031201852, 0.0013867649, 0.120966256, 2.765687, 618, 0
833000, 0.036078453, 0.0213234, 0.001381771, 0.12098907, 2.7660427, 618, 0
834000, 0.036948647, 0.035321973, 0.0013985407, 0.12099989, 2.7664974, 618, 0
835000, 0.036729746, 0.020213252, 0.0013919797, 0.1210201, 2.766717, 618, 0
836000, 0.03716627, 0.040571947, 0.0014120426, 0.12101489, 2.7670486, 618, 0
837000, 0.036646448, 0.023086514, 0.0014180491, 0.12102776, 2.7672074, 618, 0
838000, 0.03581579, 0.018679736, 0.0014157292, 0.12104903, 2.7679563, 618, 0
839000, 0.037599757, 0.030307546, 0.0014027465, 0.121085994, 2.7681854, 617, 0
840000, 0.036650013, 0.018576618, 0.0013975818, 0.12111393, 2.769307, 617, 0
841000, 0.035999395, 0.025854824, 0.0013873259, 0.12115264, 2.769783, 617, 0
842000, 0.03639317, 0.03802333, 0.0013698306, 0.12120317, 2.7698212, 617, 0
843000, 0.037012227, 0.03812878, 0.0013914983, 0.121196926, 2.7703657, 617, 0
844000, 0.036681816, 0.020030383, 0.0013925328, 0.12121956, 2.7706826, 617, 0
845000, 0.036620025, 0.019951168, 0.0013996732, 0.12122204, 2.7712123, 617, 0
846000, 0.036398202, 0.038675215, 0.001378731, 0.12126912, 2.771441, 617, 0
847000, 0.03662687, 0.022711528, 0.0013703214, 0.121298686, 2.7722487, 617, 0
848000, 0.036915086, 0.032391448, 0.0013868503, 0.12129833, 2.7725163, 617, 0
849000, 0.037814964, 0.022664068, 0.0013942658, 0.12129172, 2.7724085, 617, 0
850000, 0.03651305, 0.015410917, 0.0013923289, 0.121322796, 2.7725728, 617, 0
851000, 0.036186904, 0.07318571, 0.0013527187, 0.121415325, 2.772943, 617, 0
852000, 0.03679049, 0.059702642, 0.0013866608, 0.1213955, 2.773365, 617, 0
853000, 0.037197873, 0.02657798, 0.0013967039, 0.12139047, 2.773618, 617, 0
854000, 0.03693525, 0.026284, 0.0014088138, 0.12140867, 2.774206, 617, 0
855000, 0.03704173, 0.0144938845, 0.0014050184, 0.12143172, 2.7739482, 617, 0
856000, 0.036537122, 0.05310198, 0.0013763128, 0.12149522, 2.7742033, 617, 0
857000, 0.036599252, 0.04857342, 0.0014029434, 0.1214693, 2.7745829, 617, 0
858000, 0.03709037, 0.016137393, 0.0014045904, 0.12147684, 2.7747781, 617, 0
859000, 0.036761828, 0.0237754, 0.0013965539, 0.12150753, 2.7752495, 617, 0
860000, 0.037203226, 0.02083979, 0.0013901996, 0.12152338, 2.7756958, 617, 0
861000, 0.037003633, 0.01378496, 0.0013925062, 0.121536456, 2.7762656, 617, 0
