10000, -0.397
20000, -0.402
30000, -0.179
40000, 0.107
50000, 0.145
60000, 0.229
70000, 0.153
80000, 0.062
90000, 0.064
100000, -0.14
110000, -0.298
120000, -0.094
130000, 0.078
140000, -0.088
150000, 0.003
160000, 0.121
170000, -0.104
180000, -0.908
190000, -0.285
200000, -0.543
