10000, 0.341
20000, 0.196
30000, 0.045
40000, -0.074
50000, 0.015
60000, 0.025
70000, -0.067
80000, 0.085
90000, -0.036
100000, 0.185
110000, 0.015
120000, 0.198
130000, 0.05
140000, 0.227
150000, 0.124
160000, 0.168
170000, 0.12
180000, -0.214
190000, 0.992
200000, 0.805
