50000, 0.859
100000, 0.861
150000, 1.186
200000, 1.261
250000, 0.66
300000, 0.988
350000, 1.011
400000, 1.025
450000, 1.219
500000, 0.965
550000, 0.931
600000, 1.062
650000, 1.026
700000, 0.948
750000, 0.878
800000, 0.885
850000, 0.874
900000, 0.84
950000, 0.673
1000000, 0.723
1050000, 0.643
1100000, 0.657
1150000, 0.67
1200000, 0.648
