10000, -0.1
20000, 0.611
30000, 0.154
40000, 0.164
50000, -0.045
60000, 0.107
70000, 0.204
80000, 0.165
90000, 0.356
100000, -0.104
110000, -0.47
120000, -0.104
130000, 0.097
140000, -0.384
150000, 0.349
160000, 0.427
170000, 0.95
180000, 0.564
190000, 0.545
200000, 0.341
