20000, 0.009
40000, -0.032
60000, 0.138
80000, 0.114
100000, 0.193
120000, 0.283
140000, 0.593
160000, 0.743
180000, 0.685
200000, 1.114
220000, 1.027
240000, 1.228
260000, 0.98
280000, 0.876
300000, 1.425
320000, -1.033
340000, 0.625
360000, -0.267
380000, 0.669
400000, 0.365
